============================================================
VISION TRANSFORMER (ViT) - SNAKE CLASSIFICATION RESULTS
============================================================

===== BEST HYPERPARAMETERS =====
Best Validation Accuracy: 0.9929
Learning Rate: 0.0001
Optimizer: adam
Dropout: 0.4

===== DATASET INFORMATION =====
Dataset Path: /Users/ardhyantry/Documents/GitHub/snake-classification/dataset ularBaru
Test Set Size: 142 images
  - Venomous: 71
  - Non-Venomous: 71

Training set:   660 images
  - Venomous:     328 (49.7%)
  - Non-Venomous: 332 (50.3%)

Validation set: 141 images
  - Venomous:     70 (49.6%)
  - Non-Venomous: 71 (50.4%)

Test set:       142 images
  - Venomous:     71 (50.0%)
  - Non-Venomous: 71 (50.0%)

===== AUGMENTATION TECHNIQUES =====
1. Random Zoom: 0.7-1.0 scale
2. Random Rotation: -20° to +20°
3. Random Horizontal Flip

===== FINAL EVALUATION ON TEST SET =====
Test Accuracy: 0.9859 (98.59%)
Test Precision: 1.0000 (100.00%)
Test Recall: 0.9718 (97.18%)
Test F1-Score: 0.9857 (98.57%)

============================================================
CLASSIFICATION REPORT
============================================================
              precision    recall  f1-score   support

    Venomous     0.9726    1.0000    0.9861        71
Non-Venomous     1.0000    0.9718    0.9857        71

    accuracy                         0.9859       142
   macro avg     0.9863    0.9859    0.9859       142
weighted avg     0.9863    0.9859    0.9859       142


============================================================
CONFUSION MATRIX
============================================================
                  Predicted
              Venomous  Non-Venomous
Actual
Venomous          71          0
Non-Venomous       2         69

============================================================
INTERPRETATION
============================================================
True Positives (Venomous correctly identified): 71
True Negatives (Non-Venomous correctly identified): 69
False Positives (Non-Venomous misclassified as Venomous): 2
False Negatives (Venomous misclassified as Non-Venomous): 0

Total Correct Predictions: 140/142
Total Incorrect Predictions: 2/142

============================================================
TRAINING HISTORY
============================================================
Epoch 001: Train Acc=0.7273, Val Acc=0.9149, Train Loss=0.5370, Val Loss=0.4094
Epoch 002: Train Acc=0.8288, Val Acc=0.9504, Train Loss=0.4324, Val Loss=0.3260
Epoch 003: Train Acc=0.8773, Val Acc=0.9504, Train Loss=0.3709, Val Loss=0.2676
Epoch 004: Train Acc=0.9106, Val Acc=0.9645, Train Loss=0.3110, Val Loss=0.2279
Epoch 005: Train Acc=0.9379, Val Acc=0.9787, Train Loss=0.2713, Val Loss=0.1947
Epoch 006: Train Acc=0.9439, Val Acc=0.9787, Train Loss=0.2360, Val Loss=0.1714
Epoch 007: Train Acc=0.9455, Val Acc=0.9858, Train Loss=0.2136, Val Loss=0.1531
Epoch 008: Train Acc=0.9530, Val Acc=0.9858, Train Loss=0.1966, Val Loss=0.1383
Epoch 009: Train Acc=0.9667, Val Acc=0.9858, Train Loss=0.1735, Val Loss=0.1252
Epoch 010: Train Acc=0.9424, Val Acc=0.9858, Train Loss=0.1760, Val Loss=0.1155
Epoch 011: Train Acc=0.9561, Val Acc=0.9858, Train Loss=0.1594, Val Loss=0.1087
Epoch 012: Train Acc=0.9636, Val Acc=0.9858, Train Loss=0.1468, Val Loss=0.1028
Epoch 013: Train Acc=0.9606, Val Acc=0.9858, Train Loss=0.1422, Val Loss=0.0976
Epoch 014: Train Acc=0.9712, Val Acc=0.9858, Train Loss=0.1279, Val Loss=0.0921
Epoch 015: Train Acc=0.9545, Val Acc=0.9858, Train Loss=0.1319, Val Loss=0.0856
Epoch 016: Train Acc=0.9652, Val Acc=0.9858, Train Loss=0.1197, Val Loss=0.0824
Epoch 017: Train Acc=0.9652, Val Acc=0.9858, Train Loss=0.1145, Val Loss=0.0784
Epoch 018: Train Acc=0.9727, Val Acc=0.9858, Train Loss=0.1139, Val Loss=0.0753
Epoch 019: Train Acc=0.9727, Val Acc=0.9858, Train Loss=0.1096, Val Loss=0.0725
